H,HP,セーブ,ボーク,三振,勝利,勝率,名前,四球,失点,安打,完封勝,完投,年度,所属球団,打者,投球回,敗北,暴投,本塁打,死球,無四球,登板,自責点,防御率
1,1,0,0,36,0,.000,Ｃ．スチュワート・ジュニア,21,18,21,0,0,2021,福岡ソフトバンク,112,23,2,4,0,1,0,11,16,6.08
1,1,0,0,1,0,.000,大竹　耕太郎,3,7,7,0,0,2021,福岡ソフトバンク,22,4,1,0,0,0,0,2,7,15.75
11,12,0,0,43,1,1.000,津森　宥紀,8,8,24,0,0,2021,福岡ソフトバンク,132,33,0,0,2,2,0,45,8,2.18
0,0,0,0,9,1,.500,二保　旭,7,10,17,0,0,2021,阪　神,70,15,1,1,3,1,0,4,9,5.28
0,0,0,0,61,4,.500,東浜　巨,22,36,85,0,0,2021,福岡ソフトバンク,326,75,4,0,7,3,0,14,31,3.70
14,16,6,0,56,2,.286,岩嵜　翔,11,21,37,0,0,2021,福岡ソフトバンク,179,45,5,1,7,0,0,48,21,4.17
0,0,0,0,73,4,.444,武田　翔太,24,23,66,0,1,2021,福岡ソフトバンク,314,77,5,2,7,2,0,12,23,2.68
4,4,1,0,25,0,.000,甲斐野　央,10,10,16,0,0,2021,福岡ソフトバンク,88,20,2,1,3,2,0,22,10,4.35
0,0,0,0,83,5,.455,和田　毅,27,49,95,0,0,2021,福岡ソフトバンク,396,94,6,0,14,3,0,18,47,4.48
1,1,0,0,14,0,.000,田中　正義,8,5,9,0,0,2021,福岡ソフトバンク,67,16,0,3,2,0,0,18,4,2.16
0,0,0,0,38,3,.750,Ｃ．レイ,13,10,22,1,1,2021,福岡ソフトバンク,150,40,1,0,3,3,0,6,9,2.03
0,0,0,0,14,1,.500,高橋　礼,32,25,31,0,0,2021,福岡ソフトバンク,168,34,1,0,3,6,0,11,22,5.82
0,0,0,0,134,6,.400,石川　柊太,51,70,135,0,0,2021,福岡ソフトバンク,653,156,9,3,22,17,0,28,59,3.40
1,2,0,0,13,1,.500,椎野　新,5,7,12,0,0,2020,福岡ソフトバンク,49,11,1,1,1,0,0,12,7,5.73
14,15,5,0,42,1,1.000,Ｌ．モイネロ,19,6,15,0,0,2021,福岡ソフトバンク,128,31,0,0,2,1,0,33,4,1.15
0,0,0,0,138,9,.692,Ｎ．マルティネス,38,25,108,0,0,2021,福岡ソフトバンク,553,140,4,1,6,5,0,21,25,1.60
0,1,15,0,26,1,.250,森　唯斗,10,13,20,0,0,2021,福岡ソフトバンク,118,29,3,0,6,0,0,30,13,4.03
0,0,0,0,9,0,.000,尾形　崇斗,2,1,3,0,0,2021,福岡ソフトバンク,34,10,0,0,1,0,0,8,1,0.87
1,3,0,0,29,2,.500,杉山　一樹,31,9,13,0,0,2021,福岡ソフトバンク,117,25,2,1,1,2,0,15,9,3.20
0,0,0,0,90,10,.769,千賀　滉大,27,25,60,0,0,2021,福岡ソフトバンク,340,84,3,7,2,2,0,13,25,2.66
0,0,0,0,13,0,.000,大関　友久,10,6,12,0,0,2021,福岡ソフトバンク,88,23,0,0,1,2,0,12,6,2.35
2,3,0,0,9,1,.500,髙橋　純平,6,1,6,0,0,2021,福岡ソフトバンク,46,11,1,2,0,1,0,10,0,0.00
1,1,0,0,4,0,.000,渡邉　雄大,1,2,6,0,0,2021,福岡ソフトバンク,18,4,0,0,0,0,0,6,2,4.50
2,3,0,0,13,1,.500,古谷　優人,7,4,7,0,0,2021,福岡ソフトバンク,56,13,1,0,0,1,0,13,3,2.03
16,16,1,0,41,0,.000,板東　湧梧,17,13,28,0,0,2021,福岡ソフトバンク,165,39,2,1,4,2,0,44,11,2.52
6,7,0,0,30,1,.333,泉　圭輔,13,10,20,0,0,2021,福岡ソフトバンク,111,26,2,2,4,3,0,31,8,2.73
1,2,0,0,17,1,1.000,田浦　文丸,7,8,22,0,0,2021,福岡ソフトバンク,90,21,0,2,1,0,0,19,8,3.38
19,20,0,0,27,1,1.000,嘉弥真　新也,13,16,22,0,0,2021,福岡ソフトバンク,121,28,0,0,2,1,0,58,15,4.71
0,1,5,0,9,1,1.000,Ｄ．サファテ,3,2,4,0,0,2018,福岡ソフトバンク,25,6,0,0,0,0,0,6,2,3.00
0,0,0,1,7,0,.000,奥村　政稔,3,1,3,0,0,2020,福岡ソフトバンク,20,4,0,0,0,2,0,5,1,2.08
0,0,0,0,2,0,.000,川原　弘之,3,2,3,0,0,2021,福岡ソフトバンク,14,2,0,0,0,1,0,3,2,7.71
4,7,0,0,59,3,.500,松本　裕樹,28,33,64,0,0,2021,福岡ソフトバンク,306,73,3,0,9,2,0,33,31,3.79
0,1,0,0,64,3,.429,笠谷　俊介,35,30,52,0,0,2021,福岡ソフトバンク,262,59,4,0,12,2,0,16,28,4.27
26,34,1,0,28,8,.889,佐々木　千隼,14,13,36,0,0,2021,千葉ロッテ,222,57,1,0,4,2,0,54,8,1.26
0,0,0,0,42,6,.667,石川　歩,9,30,73,0,2,2021,千葉ロッテ,310,80,3,0,10,0,1,12,30,3.38
0,0,0,0,92,6,.462,美馬　学,32,72,139,0,0,2021,千葉ロッテ,506,115,7,4,15,4,0,21,63,4.92
0,0,0,0,41,3,.600,種市　篤暉,15,18,43,1,1,2020,千葉ロッテ,198,46,2,0,7,5,0,7,18,3.47
0,0,0,0,68,3,.600,佐々木　朗希,16,24,51,0,0,2021,千葉ロッテ,258,63,2,3,5,0,0,11,16,2.27
0,0,0,0,77,5,.417,二木　康太,28,61,119,0,0,2021,千葉ロッテ,494,117,7,3,24,4,0,22,57,4.38
22,26,0,0,26,4,.667,唐川　侑己,13,11,29,0,0,2021,千葉ロッテ,150,36,2,1,4,1,0,38,11,2.72
1,1,0,0,0,0,.000,東條　大樹,5,2,7,0,0,2021,千葉ロッテ,20,3,0,0,0,0,0,5,2,5.40
4,5,0,1,29,1,1.000,東妻　勇輔,9,16,38,0,0,2021,千葉ロッテ,149,34,0,2,4,2,0,37,11,2.88
0,0,0,0,7,0,.000,山本　大貴,6,4,11,0,0,2020,千葉ロッテ,54,13,0,0,1,0,0,12,4,2.63
3,3,0,0,3,0,.000,松永　昂大,3,0,3,0,0,2020,千葉ロッテ,15,3,0,0,0,0,0,5,0,0.00
5,5,2,0,64,2,.400,西野　勇士,23,23,56,1,1,2019,千葉ロッテ,277,70,3,1,6,0,0,37,23,2.96
2,2,0,0,19,0,.000,石崎　剛,15,14,12,0,0,2020,千葉ロッテ,69,14,1,1,2,0,0,12,14,9.00
1,1,0,0,1,0,.000,南　昌輝,0,0,0,0,0,2021,千葉ロッテ,1,0,0,0,0,0,0,1,0,0.00
0,0,0,0,0,0,.000,土肥　星也,0,3,6,0,0,2021,千葉ロッテ,11,2,1,0,1,0,0,1,3,13.50
1,1,0,0,76,1,.200,鈴木　昭汰,28,38,78,0,0,2021,千葉ロッテ,341,79,4,2,10,2,0,23,36,4.08
0,0,0,0,3,0,.000,有吉　優樹,0,2,8,0,0,2021,横浜DeNA,27,6,1,0,1,0,0,1,2,2.70
8,8,0,0,56,0,.000,小野　郁,26,25,37,0,0,2021,千葉ロッテ,220,51,3,5,4,2,0,49,20,3.48
0,0,0,0,3,0,.000,成田　翔,2,0,3,0,0,2021,千葉ロッテ,14,3,0,0,0,0,0,3,0,0.00
24,25,0,0,38,1,.500,Ｆ．ハーマン,13,26,47,0,0,2021,千葉ロッテ,189,43,1,3,7,1,0,45,25,5.19
0,0,0,0,92,10,.714,小島　和哉,51,65,123,2,3,2021,千葉ロッテ,606,146,4,2,16,6,2,24,61,3.76
1,1,0,0,87,8,.500,岩下　大輝,46,59,110,0,0,2021,千葉ロッテ,514,120,8,7,14,2,0,23,59,4.43
10,11,0,0,20,1,.333,田中　靖洋,13,18,42,0,0,2021,千葉ロッテ,156,33,2,3,3,2,0,38,17,4.54
0,0,0,2,27,0,.000,中村　稔弥,18,19,40,0,0,2021,千葉ロッテ,172,38,2,3,3,1,0,14,13,3.08
0,0,0,0,17,1,.333,本前　郁也,15,20,41,0,0,2021,千葉ロッテ,164,37,2,0,7,2,0,8,20,4.78
0,3,38,0,68,3,.333,益田　直也,15,17,43,0,0,2021,千葉ロッテ,248,64,6,2,5,0,0,67,16,2.24
0,0,0,0,28,4,.800,河村　説人,17,16,39,0,0,2021,千葉ロッテ,178,41,1,0,4,0,0,20,16,3.46
0,0,0,0,11,0,.000,横山　陸人,3,6,14,0,0,2021,千葉ロッテ,48,9,0,0,1,2,0,10,5,4.66
0,0,0,0,14,0,.000,永野　将司,13,9,16,0,0,2020,千葉ロッテ,73,15,0,2,0,0,0,13,9,5.40
0,1,0,0,7,1,.500,大嶺　祐太,2,6,15,0,0,2021,千葉ロッテ,51,11,1,2,1,0,0,8,5,4.09
0,0,0,0,7,0,.000,古谷　拓郎,7,3,6,0,0,2020,千葉ロッテ,30,6,1,3,1,1,0,2,3,4.26
0,0,0,0,10,0,.000,土居　豪人,11,12,15,0,0,2021,千葉ロッテ,65,14,0,0,3,1,0,14,12,7.53
0,1,0,0,11,1,1.000,Ｊ．フローレス,5,3,9,0,0,2021,千葉ロッテ,52,13,0,2,0,0,0,10,2,1.38
0,0,0,0,20,1,1.000,Ｅ．ロメロ,9,4,19,0,0,2021,千葉ロッテ,95,23,0,1,2,0,0,4,4,1.54
17,19,2,0,19,2,1.000,国吉　佑樹,17,4,18,0,0,2021,千葉ロッテ,106,25,0,2,0,0,0,25,4,1.44
0,0,0,0,137,8,.500,今井　達也,99,66,123,1,3,2021,埼玉西武,682,158,8,11,15,11,0,25,58,3.30
2,2,0,0,33,4,.500,渡邉　勇太朗,30,24,43,0,0,2021,埼玉西武,232,55,4,4,3,3,0,17,21,3.44
0,0,0,0,127,11,.550,髙橋　光成,62,81,157,0,0,2021,埼玉西武,728,173,9,13,23,6,0,27,73,3.78
9,9,8,0,23,0,.000,増田　達至,7,17,32,0,0,2021,埼玉西武,131,30,3,1,4,1,0,33,17,4.99
6,7,0,0,30,1,.333,宮川　哲,18,18,23,0,0,2021,埼玉西武,117,24,2,5,4,3,0,29,18,6.57
0,0,0,0,130,10,.556,松本　航,64,63,137,1,1,2021,埼玉西武,638,149,8,4,15,4,0,28,63,3.79
0,0,0,0,0,0,.000,松坂　大輔,1,0,0,0,0,2021,埼玉西武,1,,0,0,0,0,0,1,0,0.00
0,0,0,0,26,1,.143,浜屋　将太,26,27,39,0,0,2021,埼玉西武,174,36,6,4,8,4,0,8,27,6.63
8,9,0,0,26,1,.500,十亀　剣,19,18,41,0,0,2021,埼玉西武,176,40,1,0,1,2,0,40,15,3.38
3,3,0,0,8,0,.000,公文　克彦,3,1,8,0,0,2021,埼玉西武,43,11,0,0,0,0,0,14,1,0.79
2,3,0,0,55,4,.500,平井　克典,19,40,85,0,0,2021,埼玉西武,327,74,4,2,7,6,0,25,35,4.22
0,0,0,0,4,0,.000,佐々木　健,8,9,13,0,0,2021,埼玉西武,46,8,0,0,1,1,0,5,8,8.31
0,0,0,0,3,1,1.000,内海　哲也,5,6,11,0,0,2021,埼玉西武,36,7,0,1,2,0,0,2,6,7.71
13,16,1,0,29,3,.750,森脇　亮介,22,18,42,0,0,2021,埼玉西武,184,40,1,3,3,2,0,45,18,4.02
0,0,0,0,1,0,.000,小川　龍也,3,2,2,0,0,2021,埼玉西武,11,2,0,0,1,0,0,5,2,9.00
0,0,0,0,9,1,.500,榎田　大樹,6,14,26,0,0,2020,埼玉西武,103,24,1,0,4,1,0,5,14,5.25
17,21,2,1,59,4,.571,Ｒ．ギャレット,33,28,57,0,0,2021,埼玉西武,258,57,3,3,6,0,0,61,24,3.77
2,2,0,0,7,0,.000,佐野　泰雄,8,10,22,0,0,2021,埼玉西武,84,18,0,1,1,2,0,23,10,4.91
2,2,0,0,9,0,.000,伊藤　翔,16,9,22,0,0,2021,埼玉西武,91,18,1,2,2,2,0,13,8,4.00
0,1,1,0,20,1,1.000,田村　伊知郎,16,10,17,0,0,2021,埼玉西武,130,31,0,0,2,4,0,22,10,2.90
0,0,0,0,5,0,.000,井上　広輝,6,5,9,0,0,2021,埼玉西武,28,4,0,0,1,0,0,4,5,10.38
0,0,0,0,0,0,.000,吉川　光夫,6,8,8,0,0,2021,埼玉西武,26,4,0,0,1,0,0,5,8,16.62
1,1,0,0,28,1,.500,與座　海人,10,12,31,0,0,2021,埼玉西武,157,38,1,0,3,4,0,15,12,2.79
0,0,0,0,9,0,.000,本田　圭佑,14,14,23,0,0,2021,埼玉西武,111,25,3,2,3,0,0,6,12,4.21
0,0,0,0,1,0,.000,松岡　洸希,5,5,5,0,0,2021,埼玉西武,22,4,0,0,0,1,0,5,5,11.25
9,9,0,0,25,0,.000,武隈　祥太,14,7,17,0,0,2021,埼玉西武,120,30,2,0,2,0,0,46,6,1.76
0,0,0,0,5,0,.000,中塚　駿太,4,4,8,0,0,2020,埼玉西武,33,7,0,0,0,0,0,6,4,5.14
0,0,0,0,26,1,.143,Ｚ．ニール,15,41,76,0,0,2021,埼玉西武,262,60,6,3,3,3,0,11,39,5.85
0,0,0,0,3,0,.000,齊藤　大将,7,12,15,0,0,2020,埼玉西武,51,10,1,1,2,1,0,7,11,9.90
1,1,0,0,2,0,.000,大曲　錬,2,0,1,0,0,2021,埼玉西武,13,4,0,0,0,0,0,4,0,0.00
21,24,20,0,70,3,.429,平良　海馬,28,6,36,0,0,2021,埼玉西武,247,60,4,3,0,5,0,62,6,0.90
0,0,0,1,10,1,.500,上間　永遠,9,15,26,0,0,2021,埼玉西武,94,21,1,1,3,0,0,5,15,6.33
0,0,0,0,0,0,.000,粟津　凱士,1,2,4,0,0,2019,埼玉西武,10,2,0,0,0,0,0,1,2,9.00
4,4,0,0,22,0,.000,水上　由伸,16,7,19,0,0,2021,埼玉西武,114,27,1,0,1,1,0,29,7,2.33
0,0,0,0,22,0,.000,Ｍ．ダーモディ,13,22,46,0,0,2021,埼玉西武,151,33,2,0,2,0,0,11,19,5.13
0,0,0,0,6,0,.000,木村　文紀,7,7,13,0,0,2012,埼玉西武,59,14,0,3,0,0,0,8,7,4.50
0,0,0,0,37,1,.143,多和田　真三郎,25,47,84,1,1,2019,埼玉西武,306,66,6,3,8,6,0,12,43,5.83
0,0,24,0,59,0,.000,松井　裕樹,21,3,22,0,0,2021,東北楽天,172,43,2,1,1,1,0,43,3,0.63
0,0,0,0,131,9,.474,岸　孝之,34,62,149,1,1,2021,東北楽天,620,149,10,1,17,1,1,25,57,3.44
3,3,0,1,30,0,.000,森原　康平,8,10,29,0,0,2021,東北楽天,132,32,0,0,3,0,0,34,10,2.78
0,0,0,0,152,11,.688,則本　昂大,35,56,123,1,2,2021,東北楽天,584,144,5,3,18,3,1,23,51,3.17
0,0,0,0,76,6,.429,涌井　秀章,26,57,110,0,0,2021,東北楽天,420,96,8,4,7,2,0,21,54,5.04
0,0,0,0,4,0,.000,塩見　貴洋,1,2,5,0,0,2021,東北楽天,21,5,0,0,0,0,0,1,2,3.60
0,0,0,1,126,4,.308,田中　将大,29,54,131,0,1,2021,東北楽天,624,155,9,6,17,5,0,23,52,3.01
0,0,0,0,0,0,.000,藤平　尚真,0,2,1,0,0,2020,東北楽天,2,,0,0,0,1,0,1,2,----
22,25,2,0,50,3,.500,安樂　智大,33,13,45,0,0,2021,東北楽天,240,56,3,1,4,2,0,58,13,2.08
0,0,0,1,127,9,.563,早川　隆久,30,59,132,1,1,2021,東北楽天,565,137,7,2,11,2,0,24,59,3.86
2,2,0,0,5,0,.000,牧田　和久,3,10,17,0,0,2021,東北楽天,72,16,0,0,2,1,0,17,6,3.31
0,0,0,0,6,1,.500,弓削　隼人,6,11,20,0,0,2021,東北楽天,65,13,1,0,0,1,0,5,11,7.24
28,32,3,0,44,4,.571,酒居　知史,24,15,33,0,0,2021,東北楽天,206,51,3,1,3,0,0,54,13,2.28
0,0,0,0,6,0,.000,高田　孝一,1,2,6,0,0,2021,東北楽天,28,6,0,0,1,1,0,3,1,1.35
1,1,0,0,52,3,.231,池田　隆英,35,42,88,0,0,2021,北海道日本ハム,364,82,10,4,11,5,0,18,36,3.94
0,0,0,0,21,0,.000,福井　優也,6,10,17,0,0,2021,東北楽天,82,20,0,1,3,0,0,19,10,4.43
4,5,0,0,23,1,1.000,Ａ．ブセニッツ,9,16,32,0,0,2021,東北楽天,124,29,0,2,1,0,0,31,16,4.97
0,0,0,0,16,0,.000,内間　拓馬,4,7,9,0,0,2021,東北楽天,45,10,0,0,0,1,0,11,7,5.91
0,0,0,0,2,0,.000,釜田　佳直,1,5,8,0,0,2021,東北楽天,19,4,0,0,1,0,0,1,5,11.25
24,27,7,0,49,3,.500,宋　家豪,23,18,46,0,0,2021,東北楽天,246,60,3,1,2,2,0,63,15,2.23
2,2,0,0,4,0,.000,渡邊　佑樹,2,3,5,0,0,2021,東北楽天,23,5,0,0,1,2,0,9,3,5.40
1,1,0,0,7,0,.000,津留﨑　大成,5,6,11,0,0,2021,東北楽天,47,10,0,0,0,0,0,11,6,5.06
0,0,0,0,8,0,.000,髙田　萌生,5,9,13,0,0,2021,東北楽天,39,7,1,1,1,0,0,4,8,9.39
0,0,0,0,5,0,.000,鈴木　翔天,4,0,3,0,0,2021,東北楽天,19,4,0,1,0,0,0,5,0,0.00
0,0,0,0,75,10,.667,瀧中　瞭太,27,40,97,0,0,2021,東北楽天,427,103,5,0,10,4,0,20,37,3.21
2,2,1,0,26,1,.250,辛島　航,15,22,43,0,0,2020,東北楽天,170,38,3,2,6,3,0,19,21,4.93
0,0,0,0,0,0,.000,菅原　秀,5,5,2,0,0,2021,東北楽天,16,2,0,1,0,1,0,1,5,16.88
0,0,0,0,4,0,.000,石橋　良太,6,5,12,0,0,2021,東北楽天,56,13,1,2,2,1,0,3,5,3.46
3,8,0,0,55,5,.714,西口　直人,23,23,46,0,0,2021,東北楽天,239,57,2,1,7,2,0,33,21,3.28
4,4,0,0,13,0,.000,福山　博之,12,6,23,0,0,2021,東北楽天,101,22,2,0,3,0,0,24,6,2.38
10,12,0,0,14,2,.667,寺岡　寛治,11,7,15,0,0,2020,東北楽天,88,20,1,2,0,2,0,24,7,3.15
0,1,0,0,13,1,1.000,池田　駿,7,8,21,0,0,2020,東北楽天,77,16,0,0,0,0,0,21,8,4.32
0,0,0,0,9,0,.000,森　雄大,11,6,17,0,0,2018,東北楽天,80,19,0,1,2,0,0,9,5,2.37
0,0,0,0,0,0,.000,斎藤　佑樹,1,0,0,0,0,2021,北海道日本ハム,1,,0,0,0,0,0,1,0,0.00
0,0,0,0,5,1,1.000,生田目　翼,3,1,1,0,0,2021,北海道日本ハム,22,6,0,0,0,1,0,1,1,1.50
0,0,0,0,102,6,.462,加藤　貴之,21,61,136,1,1,2021,北海道日本ハム,595,150,7,2,13,3,1,25,57,3.42
0,0,0,2,135,12,.667,上沢　直之,48,53,119,0,1,2021,北海道日本ハム,643,160,6,5,8,4,0,24,50,2.81
0,0,0,0,141,10,.526,伊藤　大海,53,51,125,1,1,2021,北海道日本ハム,610,146,9,1,8,6,0,23,47,2.90
0,0,0,0,2,0,.000,吉田　輝星,3,7,4,0,0,2021,北海道日本ハム,14,2,1,0,1,0,0,1,2,9.00
0,0,0,0,22,0,.000,金子　弌大,13,23,42,0,0,2021,北海道日本ハム,149,33,4,3,4,3,0,8,23,6.21
0,0,0,0,11,0,.000,上原　健太,6,5,8,0,0,2021,北海道日本ハム,47,11,0,0,0,0,0,11,5,3.97
15,16,0,0,49,1,.333,宮西　尚生,15,20,42,0,0,2021,北海道日本ハム,189,44,2,3,3,4,0,50,18,3.65
9,11,0,0,68,3,.333,河野　竜生,31,35,74,0,0,2021,北海道日本ハム,376,90,6,4,7,4,0,40,30,2.99
11,12,0,0,33,1,.333,井口　和朋,10,11,24,0,0,2021,北海道日本ハム,151,38,2,0,4,2,0,43,8,1.86
0,0,0,0,5,0,.000,村田　透,9,10,18,0,0,2021,北海道日本ハム,53,9,0,1,1,0,0,8,10,9.31
0,0,0,0,47,4,.571,立野　和明,23,16,39,0,0,2021,北海道日本ハム,224,55,3,1,3,3,0,11,15,2.45
39,42,0,0,56,3,.600,堀　瑞輝,30,14,36,0,0,2021,北海道日本ハム,229,53,2,3,3,4,0,60,14,2.36
1,1,0,1,32,0,.000,西村　天裕,12,16,33,0,0,2021,北海道日本ハム,139,31,0,0,2,3,0,27,12,3.48
0,1,0,0,100,5,.385,Ｄ．バーヘイゲン,33,45,90,0,0,2021,北海道日本ハム,407,96,8,1,7,6,0,20,41,3.84
0,0,0,0,8,0,.000,秋吉　亮,4,3,7,0,0,2021,北海道日本ハム,42,10,0,0,0,0,0,10,3,2.70
0,0,0,0,3,0,.000,福田　俊,1,8,9,0,0,2021,北海道日本ハム,25,4,0,1,1,0,0,5,6,11.57
24,24,3,0,34,0,.000,Ｂ．ロドリゲス,20,17,40,0,0,2021,北海道日本ハム,194,46,2,0,4,3,0,47,14,2.74
2,2,0,0,1,0,.000,長谷川　凌汰,3,3,2,0,0,2021,北海道日本ハム,16,3,0,0,0,0,0,5,3,7.36
0,0,0,0,33,2,.400,Ｒ．アーリン,11,15,40,0,0,2021,北海道日本ハム,161,38,3,0,3,2,0,11,14,3.32
0,0,0,0,1,0,.000,田中　瑛斗,1,2,2,0,0,2019,北海道日本ハム,9,2,1,1,0,0,0,1,2,9.00
0,0,0,0,11,0,.000,鈴木　健矢,7,10,17,0,0,2021,北海道日本ハム,84,19,0,0,1,3,0,21,9,4.19
3,3,0,0,8,0,.000,公文　克彦,3,1,8,0,0,2021,埼玉西武,43,11,0,0,0,0,0,14,1,0.79
21,24,5,0,75,3,.600,石川　直也,16,20,39,0,0,2019,北海道日本ハム,220,54,2,3,6,1,0,60,20,3.31
1,1,0,0,52,3,.231,池田　隆英,35,42,88,0,0,2021,北海道日本ハム,364,82,10,4,11,5,0,18,36,3.94
8,8,0,0,23,0,.000,玉井　大翔,19,18,41,0,0,2021,北海道日本ハム,185,42,0,1,2,4,0,50,15,3.16
1,4,28,0,69,3,.500,杉浦　稔大,24,18,34,0,0,2021,北海道日本ハム,221,54,3,4,9,1,0,56,18,2.96
0,1,0,0,8,1,1.000,谷川　昌希,4,7,9,0,0,2021,北海道日本ハム,43,10,0,1,1,0,0,9,6,5.23
0,0,0,0,1,0,.000,望月　大希,3,1,2,0,0,2021,北海道日本ハム,16,4,0,0,0,0,0,2,1,2.25
0,0,0,0,4,0,.000,北浦　竜次,2,2,5,0,0,2021,北海道日本ハム,23,5,0,0,1,0,0,3,2,3.38
0,0,0,0,6,0,.000,木村　文紀,7,7,13,0,0,2012,埼玉西武,59,14,0,3,0,0,0,8,7,4.50
0,0,0,0,3,0,.000,鈴木　遼太郎,1,0,2,0,0,2019,北海道日本ハム,9,2,0,0,0,0,0,1,0,0.00
0,1,0,0,75,8,.444,山﨑　福也,24,47,111,0,0,2021,オリックス,473,116,10,2,13,6,0,22,46,3.56
0,0,0,0,131,13,.765,宮城　大弥,39,44,118,0,0,2021,オリックス,594,147,4,0,9,9,0,23,41,2.51
0,1,1,0,34,1,.500,吉田　一将,12,17,38,0,0,2020,オリックス,153,35,1,2,3,1,0,23,16,4.08
3,3,0,0,21,0,.000,荒西　祐大,11,18,31,0,0,2020,オリックス,135,31,0,1,6,2,0,29,17,4.88
3,4,29,0,37,1,.250,平野　佳寿,9,11,30,0,0,2021,オリックス,163,43,3,1,4,0,0,46,11,2.30
1,1,0,0,45,3,.333,増井　浩俊,29,47,77,0,0,2021,オリックス,309,71,6,2,8,2,0,15,39,4.94
0,0,0,0,206,18,.783,山本　由伸,40,37,124,4,6,2021,オリックス,736,193,5,3,7,2,1,26,30,1.39
0,0,0,0,74,3,.429,山岡　泰輔,20,30,64,0,0,2021,オリックス,297,69,4,1,7,3,0,12,30,3.89
0,2,0,0,26,3,.600,竹安　大知,19,26,48,0,0,2021,オリックス,207,48,2,0,4,1,0,17,24,4.44
5,6,1,0,7,1,1.000,村西　良太,9,7,15,0,0,2021,オリックス,62,12,0,0,1,2,0,18,5,3.75
5,5,2,0,19,0,.000,能見　篤史,11,11,26,0,0,2021,オリックス,103,22,0,0,2,3,0,26,10,4.03
20,22,0,0,34,2,.667,富山　凌雅,17,16,37,0,0,2021,オリックス,189,46,1,0,2,0,0,51,14,2.72
0,0,0,1,135,8,.500,田嶋　大樹,48,62,137,0,0,2021,オリックス,608,143,8,4,10,5,0,24,57,3.58
2,3,2,0,28,1,1.000,Ｋ－鈴木,14,15,34,0,0,2021,オリックス,164,38,0,3,2,1,0,34,13,3.03
5,5,16,0,32,0,.000,Ｂ．ディクソン,16,15,34,0,0,2020,オリックス,152,35,4,2,2,1,0,39,13,3.28
11,12,0,0,15,1,1.000,比嘉　幹貴,4,4,14,0,0,2021,オリックス,75,20,0,0,2,0,0,32,4,1.77
0,0,0,0,0,0,.000,中川　颯,0,0,2,0,0,2021,オリックス,5,1,0,0,0,0,0,1,0,0.00
0,1,0,0,5,1,1.000,飯田　優也,1,7,11,0,0,2020,オリックス,24,4,0,1,0,0,0,4,7,15.75
0,0,0,0,3,0,.000,阿部　翔太,1,3,4,0,0,2021,オリックス,16,3,0,0,1,0,0,4,3,7.36
0,0,0,0,4,0,.000,本田　仁海,5,8,13,0,0,2021,オリックス,45,9,1,0,2,0,0,2,8,7.45
5,5,0,0,5,0,.000,海田　智行,4,3,8,0,0,2021,オリックス,43,10,1,0,0,0,0,16,3,2.61
0,0,0,0,3,0,.000,齋藤　綱記,2,3,2,0,0,2021,オリックス,12,2,0,0,1,0,0,4,3,10.13
6,6,0,0,14,0,.000,澤田　圭佑,3,6,15,0,0,2021,オリックス,59,14,0,0,0,1,0,14,6,3.86
28,29,2,0,36,1,.333,Ｔ．ヒギンス,19,14,37,0,0,2021,オリックス,195,46,2,1,3,1,0,49,13,2.53
17,18,0,0,26,1,.500,黒木　優太,12,17,37,0,0,2018,オリックス,145,34,1,1,3,0,0,39,17,4.50
0,0,0,1,14,0,.000,Ｇ．スパークマン,8,13,15,0,0,2021,オリックス,73,17,1,0,4,1,0,6,13,6.88
9,10,0,0,35,1,1.000,山田　修義,19,14,38,0,0,2021,オリックス,186,43,0,0,2,1,0,43,11,2.27
0,0,0,0,6,0,.000,金田　和之,5,5,8,0,0,2021,オリックス,45,10,0,0,3,2,0,9,5,4.35
1,2,0,0,7,1,.500,Ｃ．バルガス,4,11,13,0,0,2021,オリックス,45,9,1,2,4,1,0,5,11,11.00
0,0,0,0,2,0,.000,榊原　翼,5,4,4,0,0,2021,オリックス,16,2,0,0,0,0,0,1,4,15.43
0,0,0,0,29,2,.500,山﨑　颯一郎,20,16,32,0,0,2021,オリックス,169,39,2,0,1,5,0,9,16,3.69
4,6,2,0,23,2,.500,漆原　大晟,14,13,30,0,0,2021,オリックス,148,35,2,1,4,1,0,34,12,3.03
4,5,0,0,17,1,.500,吉田　凌,4,5,7,0,0,2021,オリックス,62,17,1,0,3,0,0,18,4,2.12
0,0,0,0,10,0,.000,鈴木　優,5,10,9,0,0,2021,オリックス,45,10,0,1,4,2,0,11,10,9.00
1,1,0,0,5,0,.000,神戸　文也,7,7,9,0,0,2020,オリックス,33,5,1,0,0,0,0,5,6,9.53
3,3,0,0,15,0,.000,張　奕,2,15,21,0,0,2021,オリックス,54,10,1,0,4,0,0,8,15,13.06
22,26,1,0,61,4,.400,近藤　大亮,22,19,39,0,0,2019,オリックス,209,49,6,3,4,1,0,52,19,3.44
